430793;210; EXID:U1E2_1 POINTS:60 TCPS: +5 +11 +11 +11 +11 +11 EXID:U1E3_1 POINTS:30 TCPS: +1 +2 +3 +3 +3 +3 +3 +3 +3 +3 +3 EXID:U2E2_1 POINTS:60 TCPS: +1 +11 +12 +12 +12 +12 EXID:U3E2_1 POINTS:60 TCPS: +1 +10 +10 +8 +8 +8 +8 +7
530130;102; EXID:U1E2_1 POINTS:27 TCPS: +5 +11 +11 +0 +0 +0 EXID:U1E3_1 POINTS:1 TCPS: +1 +0 +0 +0 +0 +0 +0 +0 +0 +0 +0 EXID:U2E2_1 POINTS:24 TCPS: +1 +11 +0 +12 +0 +0 EXID:U3E2_1 POINTS:50 TCPS: +1 +0 +10 +8 +8 +8 +8 +7
544867;77; EXID:U1E2_1 POINTS:16 TCPS: +5 +11 +0 +0 +0 +0 EXID:U1E3_1 POINTS:1 TCPS: +1 +0 +0 +0 +0 +0 +0 +0 +0 +0 +0 EXID:U2E2_1 POINTS:36 TCPS: +1 +11 +12 +12 +0 +0 EXID:U3E2_1 POINTS:24 TCPS: +1 +0 +0 +8 +0 +8 +0 +7
594930;202; EXID:U1E2_1 POINTS:60 TCPS: +5 +11 +11 +11 +11 +11 EXID:U1E3_1 POINTS:30 TCPS: +1 +2 +3 +3 +3 +3 +3 +3 +3 +3 +3 EXID:U2E2_1 POINTS:60 TCPS: +1 +11 +12 +12 +12 +12 EXID:U3E2_1 POINTS:52 TCPS: +1 +10 +10 +8 +8 +8 +0 +7
